"id","institutionCode","collectionCode","catalogNumber","order","family","scientificName","genus","specificEpithet","taxonRank","infraspecificEpithet","year","month","day","reproductiveCondition","county","municipality","locality","localitySecurity","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","date","lastcollected"
57070,"University of Connecticut","CONN","CONN00033054","Asterales","Asteraceae","Antennaria neodioica","Antennaria","neodioica","","",1940,6,6,"","Fairfield","Fairfield","Fairfield",0,41.17583,-73.2725,NA,1940-06-06,1940
57071,"University of Connecticut","CONN","CONN00033055","Asterales","Asteraceae","Antennaria neodioica","Antennaria","neodioica","","",1931,6,2,"","Fairfield","Brookfield","Brookfield",0,41.46861,-73.3925,NA,1931-06-02,1940
57073,"University of Connecticut","CONN","CONN00033057","Asterales","Asteraceae","Antennaria neodioica","Antennaria","neodioica","","",1937,6,9,"","Fairfield","Redding","Redding",0,41.30444,-73.39333,NA,1937-06-09,1940
57076,"University of Connecticut","CONN","CONN00033060","Asterales","Asteraceae","Antennaria neodioica","Antennaria","neodioica","","",1939,5,29,"","New London","Groton","Groton",0,41.34583,-72.03027,NA,1939-05-29,1939
57077,"University of Connecticut","CONN","CONN00033061","Asterales","Asteraceae","Antennaria neodioica","Antennaria","neodioica","","",1937,6,9,"","Fairfield","Redding","Redding",0,41.30444,-73.39333,NA,1937-06-09,1940
57078,"University of Connecticut","CONN","CONN00033062","Asterales","Asteraceae","Antennaria neodioica","Antennaria","neodioica","","",1936,5,1,"","Fairfield","Redding","Redding",0,41.30444,-73.39333,NA,1936-05-01,1940
57080,"University of Connecticut","CONN","CONN00033064","Asterales","Asteraceae","Antennaria neodioica","Antennaria","neodioica","","",1939,5,29,"","New London","Groton","Groton",0,41.34583,-72.03027,NA,1939-05-29,1939
57081,"University of Connecticut","CONN","CONN00033065","Asterales","Asteraceae","Antennaria neodioica","Antennaria","neodioica","","",1927,5,14,"","Middlesex","Portland","Great Hill",0,41.58,-72.55583,5000,1927-05-14,1927
57082,"University of Connecticut","CONN","CONN00033066","Asterales","Asteraceae","Antennaria neodioica","Antennaria","neodioica","","",1917,6,6,"","Middlesex","Cromwell","Cromwell",0,41.60972,-72.66361,NA,1917-06-06,1927
57085,"University of Connecticut","CONN","CONN00033069","Asterales","Asteraceae","Antennaria neodioica","Antennaria","neodioica","","",1913,5,18,"","Hartford","East Hartford","East Hartford",0,41.76138,-72.61583,20000,1913-05-18,1938
57086,"University of Connecticut","CONN","CONN00033070","Asterales","Asteraceae","Antennaria neodioica","Antennaria","neodioica","","",1913,5,6,"","Hartford","Farmington","Rattlesnake Mountain",0,41.69972,-72.83305,5000,1913-05-06,1938
57088,"University of Connecticut","CONN","CONN00033073","Asterales","Asteraceae","Antennaria neodioica","Antennaria","neodioica","","",1909,5,31,"","New Haven","Southbury, South Britain","South Britain, Southbury",0,41.47083,-73.25194,20000,1909-05-31,1909
57089,"University of Connecticut","CONN","CONN00033074","Asterales","Asteraceae","Antennaria neodioica","Antennaria","neodioica","","",1937,5,11,"","Fairfield","Brookfield","Brookfield",0,41.46861,-73.3925,NA,1937-05-11,1940
57091,"University of Connecticut","CONN","CONN00033076","Asterales","Asteraceae","Antennaria neodioica","Antennaria","neodioica","","",1937,5,24,"","Fairfield","Brookfield","Brookfield",0,41.46861,-73.3925,NA,1937-05-24,1940
57093,"University of Connecticut","CONN","CONN00033078","Asterales","Asteraceae","Antennaria neodioica","Antennaria","neodioica","","",1906,5,12,"","New Haven","Southbury, South Britain","South Britain, Southbury",0,41.47083,-73.25194,20000,1906-05-12,1909
57095,"University of Connecticut","CONN","CONN00033110","Asterales","Asteraceae","Antennaria parlinii","Antennaria","parlinii","","",1920,5,31,"","Tolland","Mansfield, Storrs","University of Connecticut",0,41.80916,-72.25416,5000,1920-05-31,1920
57096,"University of Connecticut","CONN","CONN00033111","Asterales","Asteraceae","Antennaria parlinii","Antennaria","parlinii","","",1906,5,15,"","New Haven","Guilford, North Guilford","North Guilford",0,41.36694,-72.7175,20000,1906-05-15,1945
57099,"University of Connecticut","CONN","CONN00033114","Asterales","Asteraceae","Antennaria parlinii","Antennaria","parlinii","","",1935,5,20,"","New Haven","New Haven","New Haven",0,41.31,-72.92416,NA,1935-05-20,1945
57100,"University of Connecticut","CONN","CONN00033115","Asterales","Asteraceae","Antennaria parlinii","Antennaria","parlinii","","",1913,5,20,"","Hartford","Manchester","Manchester",0,41.77527,-72.52472,NA,1913-05-20,1929
57101,"University of Connecticut","CONN","CONN00033117","Asterales","Asteraceae","Antennaria parlinii","Antennaria","parlinii","","",1929,6,2,"","Hartford","Hartford","Hartford",0,41.76583,-72.68388,NA,1929-06-02,1929
57102,"University of Connecticut","CONN","CONN00033118","Asterales","Asteraceae","Antennaria parlinii","Antennaria","parlinii","","",1945,5,13,"","New Haven","Meriden","Harbor Brook, Meriden",0,41.54361,-72.78972,20000,1945-05-13,1945
57103,"University of Connecticut","CONN","CONN00033119","Asterales","Asteraceae","Antennaria parlinii","Antennaria","parlinii","","",1929,6,2,"","Hartford","Hartford","Hartford",0,41.76583,-72.68388,NA,1929-06-02,1929
57105,"University of Connecticut","CONN","CONN00033121","Asterales","Asteraceae","Antennaria parlinii","Antennaria","parlinii","","",1906,6,6,"","Fairfield","Trumbull","Trumbull",0,41.25805,-73.2075,NA,1906-06-06,1935
57106,"University of Connecticut","CONN","CONN00033122","Asterales","Asteraceae","Antennaria parlinii","Antennaria","parlinii","","",1923,5,20,"","Windham","Ashford","Ashford",0,41.88638,-72.17361,NA,1923-05-20,1923
57107,"University of Connecticut","CONN","CONN00033123","Asterales","Asteraceae","Antennaria parlinii","Antennaria","parlinii","","",1935,5,17,"","Fairfield","Trumbull","Trumbull",0,41.25805,-73.2075,NA,1935-05-17,1935
57108,"University of Connecticut","CONN","CONN00033124","Asterales","Asteraceae","Antennaria parlinii","Antennaria","parlinii","","",1934,5,16,"","New Haven","North Haven","North Haven",0,41.38166,-72.85888,20000,1934-05-16,1945
57109,"University of Connecticut","CONN","CONN00033125","Asterales","Asteraceae","Antennaria parlinii","Antennaria","parlinii","","",1934,5,28,"","Fairfield","Redding","Redding",0,41.30444,-73.39333,NA,1934-05-28,1935
57123,"University of Connecticut","CONN","CONN00033162","Asterales","Asteraceae","Antennaria plantaginifolia","Antennaria","plantaginifolia","","",1892,5,24,"","Fairfield","Fairfield","Fairfield",0,41.17583,-73.2725,NA,1892-05-24,1955
57138,"University of Connecticut","CONN","CONN00033177","Asterales","Asteraceae","Antennaria plantaginifolia","Antennaria","plantaginifolia","","",1936,5,8,"","Fairfield","Ridgefield","Ridgefield",0,41.30527,-73.50194,NA,1936-05-08,1955
57139,"University of Connecticut","CONN","CONN00033178","Asterales","Asteraceae","Antennaria plantaginifolia","Antennaria","plantaginifolia","","",1901,6,4,"","Fairfield","Stratford","Stratford",0,41.20444,-73.13027,NA,1901-06-04,1955
57140,"University of Connecticut","CONN","CONN00033179","Asterales","Asteraceae","Antennaria plantaginifolia","Antennaria","plantaginifolia","","",1955,5,2,"","Fairfield","Redding","Redding",0,41.30444,-73.39333,NA,1955-05-02,1955
57144,"University of Connecticut","CONN","CONN00033183","Asterales","Asteraceae","Antennaria plantaginifolia","Antennaria","plantaginifolia","","",1946,5,19,"","Fairfield","Ridgefield","Ridgefield",0,41.30527,-73.50194,NA,1946-05-19,1955
57145,"University of Connecticut","CONN","CONN00033184","Asterales","Asteraceae","Antennaria plantaginifolia","Antennaria","plantaginifolia","","",1946,5,19,"","Fairfield","Ridgefield","Ridgefield",0,41.30527,-73.50194,NA,1946-05-19,1955
57146,"University of Connecticut","CONN","CONN00033185","Asterales","Asteraceae","Antennaria plantaginifolia","Antennaria","plantaginifolia","","",1900,5,30,"","Fairfield","Trumbull","Trumbull",0,41.25805,-73.2075,NA,1900-05-30,1955
57158,"University of Connecticut","CONN","CONN00033197","Asterales","Asteraceae","Antennaria plantaginifolia","Antennaria","plantaginifolia","","",1931,6,2,"","Fairfield","Brookfield","Brookfield",0,41.46861,-73.3925,NA,1931-06-02,1955
57186,"University of Connecticut","CONN","CONN00033226","Asterales","Asteraceae","Antennaria plantaginifolia","Antennaria","plantaginifolia","","",1900,5,6,"","Fairfield","Trumbull","Trumbull",0,41.25805,-73.2075,NA,1900-05-06,1955
57187,"University of Connecticut","CONN","CONN00033227","Asterales","Asteraceae","Antennaria plantaginifolia","Antennaria","plantaginifolia","","",1892,5,5,"","Fairfield","Bridgeport","Bridgeport",0,41.18638,-73.19611,NA,1892-05-05,1955
57197,"University of Connecticut","CONN","CONN00033237","Asterales","Asteraceae","Antennaria plantaginifolia","Antennaria","plantaginifolia","","",1901,5,22,"","Fairfield","Bridgeport","Bridgeport",0,41.18638,-73.19611,NA,1901-05-22,1955
57198,"University of Connecticut","CONN","CONN00033238","Asterales","Asteraceae","Antennaria plantaginifolia","Antennaria","plantaginifolia","","",1901,6,11,"","Fairfield","Fairfield","Fairfield",0,41.17583,-73.2725,NA,1901-06-11,1955
57199,"University of Connecticut","CONN","CONN00033239","Asterales","Asteraceae","Antennaria plantaginifolia","Antennaria","plantaginifolia","","",1901,5,7,"","Fairfield","Bridgeport","Bridgeport",0,41.18638,-73.19611,NA,1901-05-07,1955
57200,"University of Connecticut","CONN","CONN00033240","Asterales","Asteraceae","Antennaria plantaginifolia","Antennaria","plantaginifolia","","",1930,5,14,"","Fairfield","Brookfield","Brookfield",0,41.46861,-73.3925,NA,1930-05-14,1955
57242,"University of Connecticut","CONN","CONN00033406","Asterales","Asteraceae","Aster acuminatus","Aster","acuminatus","","",1892,9,13,"","Fairfield","Stratford","Stratford",0,41.20444,-73.13027,NA,1892-09-13,1909
57257,"University of Connecticut","CONN","CONN00033422","Asterales","Asteraceae","Aster acuminatus","Aster","acuminatus","","",1892,9,13,"","Fairfield","Stratford","Stratford",0,41.20444,-73.13027,NA,1892-09-13,1909
57267,"University of Connecticut","CONN","CONN00033433","Asterales","Asteraceae","Aster acuminatus","Aster","acuminatus","","",1909,9,3,"","Fairfield","Stratford","Stratford",0,41.20444,-73.13027,NA,1909-09-03,1909
57270,"University of Connecticut","CONN","CONN00033436","Asterales","Asteraceae","Aster acuminatus","Aster","acuminatus","","",1892,9,17,"","Fairfield","Stratford","Stratford",0,41.20444,-73.13027,NA,1892-09-17,1909
57271,"University of Connecticut","CONN","CONN00033437","Asterales","Asteraceae","Aster acuminatus","Aster","acuminatus","","",1893,8,30,"","Fairfield","Trumbull","Trumbull",0,41.25805,-73.2075,NA,1893-08-30,1909
57272,"University of Connecticut","CONN","CONN00033449","Asterales","Asteraceae","Aster amethystinus","Aster","amethystinus","","",1930,9,19,"","Hartford","West Hartford","West Hartford",0,41.76777,-72.75444,NA,1930-09-19,1930
57273,"University of Connecticut","CONN","CONN00033450","Asterales","Asteraceae","Aster amethystinus","Aster","amethystinus","","",1904,9,26,"","Litchfield","Salisbury","Salisbury",0,41.985,-73.42277,NA,1904-09-26,1904
57274,"University of Connecticut","CONN","CONN00033451","Asterales","Asteraceae","Aster amethystinus","Aster","amethystinus","","",1905,9,1,"","New Haven","Oxford","Oxford",0,41.43,-73.13527,NA,1905-09-01,1911
57275,"University of Connecticut","CONN","CONN00033452","Asterales","Asteraceae","Aster amethystinus","Aster","amethystinus","","",1947,10,14,"","Fairfield","Stratford","Stratford",0,41.20444,-73.13027,NA,1947-10-14,1947
57276,"University of Connecticut","CONN","CONN00033453","Asterales","Asteraceae","Aster amethystinus","Aster","amethystinus","","",1911,9,24,"","New Haven","Oxford","Oxford",0,41.43,-73.13527,NA,1911-09-24,1911
57277,"University of Connecticut","CONN","CONN00033454","Asterales","Asteraceae","Aster amethystinus","Aster","amethystinus","","",1930,9,10,"","Hartford","Hartford","Charter Oak Tree Memorial Park, Hartford",0,41.75916,-72.67333,20000,1930-09-10,1930
57278,"University of Connecticut","CONN","CONN00033455","Asterales","Asteraceae","Aster amethystinus","Aster","amethystinus","","",NA,NA,NA,"","Hartford","West Hartford","West Hartford",0,41.76777,-72.75444,NA,NA,1930
57279,"University of Connecticut","CONN","CONN00033456","Asterales","Asteraceae","Aster amethystinus","Aster","amethystinus","","",1930,10,10,"","Hartford","Hartford","Charter Oak Tree Memorial Park, Hartford",0,41.75916,-72.67333,20000,1930-10-10,1930
57280,"University of Connecticut","CONN","CONN00033457","Asterales","Asteraceae","Aster azureus","Aster","azureus","","",1932,9,7,"","New London","New London","Connecticut College Arboretum",0,41.37861,-72.11027,5000,1932-09-07,1932
57281,"University of Connecticut","CONN","CONN00033458","Asterales","Asteraceae","Aster azureus","Aster","azureus","","",1932,9,7,"","New London","New London","Connecticut College Arboretum",0,41.37861,-72.11027,5000,1932-09-07,1932
57283,"University of Connecticut","CONN","CONN00033460","Asterales","Asteraceae","Aster amethystinus","Aster","amethystinus","","",1903,9,26,"","New Haven","Southbury","Southbury",0,41.47361,-73.23472,NA,1903-09-26,1911
57284,"University of Connecticut","CONN","CONN00033496","Asterales","Asteraceae","Aster concolor","Aster","concolor","","",1956,12,31,"","Litchfield","Canaan","Canaan",0,41.96166,-73.30888,NA,1956-12-31,1956
57300,"University of Connecticut","CONN","CONN00033534","Asterales","Asteraceae","Aster cordifolius","Aster","cordifolius","","",1892,9,26,"","Fairfield","Bridgeport","Bridgeport",0,41.18638,-73.19611,NA,1892-09-26,1937
57301,"University of Connecticut","CONN","CONN00033535","Asterales","Asteraceae","Aster cordifolius","Aster","cordifolius","","",1892,9,16,"","Fairfield","Fairfield","Fairfield",0,41.17583,-73.2725,NA,1892-09-16,1937
57302,"University of Connecticut","CONN","CONN00033536","Asterales","Asteraceae","Aster cordifolius","Aster","cordifolius","","",1902,10,7,"","Fairfield","Easton","Easton",0,41.26583,-73.30138,NA,1902-10-07,1937
57309,"University of Connecticut","CONN","CONN00033543","Asterales","Asteraceae","Aster cordifolius","Aster","cordifolius","","",1912,9,1,"","Fairfield","Greenwich","Sound Beach",0,41.02166,-73.56972,5000,1912-09-01,1937
57327,"University of Connecticut","CONN","CONN00033561","Asterales","Asteraceae","Aster cordifolius","Aster","cordifolius","","",1902,10,4,"","Fairfield","Bridgeport","Bridgeport",0,41.18638,-73.19611,NA,1902-10-04,1937
57328,"University of Connecticut","CONN","CONN00033562","Asterales","Asteraceae","Aster cordifolius","Aster","cordifolius","","",1937,11,5,"","Fairfield","Easton","Easton",0,41.26583,-73.30138,NA,1937-11-05,1937
57329,"University of Connecticut","CONN","CONN00033563","Asterales","Asteraceae","Aster cordifolius","Aster","cordifolius","","",1937,10,13,"","Fairfield","Ridgefield","Ridgefield",0,41.30527,-73.50194,NA,1937-10-13,1937
57330,"University of Connecticut","CONN","CONN00033564","Asterales","Asteraceae","Aster cordifolius","Aster","cordifolius","","",1892,9,14,"","Fairfield","Bridgeport","Bridgeport",0,41.18638,-73.19611,NA,1892-09-14,1937
57340,"University of Connecticut","CONN","CONN00033576","Asterales","Asteraceae","Aster cordifolius","Aster","cordifolius","","",1902,10,7,"","Fairfield","Monroe, Stepney","Stepney",0,41.30388,-73.25472,20000,1902-10-07,1937
57371,"University of Connecticut","CONN","CONN00033668","Asterales","Asteraceae","Aster divaricatus","Aster","divaricatus","","",1892,10,3,"","Fairfield","Stratford","Stratford",0,41.20444,-73.13027,NA,1892-10-03,1902
57372,"University of Connecticut","CONN","CONN00033669","Asterales","Asteraceae","Aster divaricatus","Aster","divaricatus","","",1892,8,26,"","Fairfield","Bridgeport","Bridgeport",0,41.18638,-73.19611,NA,1892-08-26,1902
57373,"University of Connecticut","CONN","CONN00033670","Asterales","Asteraceae","Aster divaricatus","Aster","divaricatus","","",1892,8,13,"","Fairfield","Bridgeport","Bridgeport",0,41.18638,-73.19611,NA,1892-08-13,1902
57374,"University of Connecticut","CONN","CONN00033671","Asterales","Asteraceae","Aster divaricatus","Aster","divaricatus","","",1892,9,18,"","Fairfield","Fairfield","Fairfield",0,41.17583,-73.2725,NA,1892-09-18,1902
57391,"University of Connecticut","CONN","CONN00033690","Asterales","Asteraceae","Aster divaricatus","Aster","divaricatus","","",1902,9,24,"","Fairfield","Stratford","Stratford",0,41.20444,-73.13027,NA,1902-09-24,1902
57392,"University of Connecticut","CONN","CONN00033691","Asterales","Asteraceae","Aster divaricatus","Aster","divaricatus","","",1902,9,24,"","Fairfield","Stratford","Stratford",0,41.20444,-73.13027,NA,1902-09-24,1902
57393,"University of Connecticut","CONN","CONN00033692","Asterales","Asteraceae","Aster divaricatus","Aster","divaricatus","","",1902,9,24,"","Fairfield","Stratford","Stratford",0,41.20444,-73.13027,NA,1902-09-24,1902
57394,"University of Connecticut","CONN","CONN00033693","Asterales","Asteraceae","Aster divaricatus","Aster","divaricatus","","",1902,9,24,"","Fairfield","Stratford","Stratford",0,41.20444,-73.13027,NA,1902-09-24,1902
57395,"University of Connecticut","CONN","CONN00033694","Asterales","Asteraceae","Aster divaricatus","Aster","divaricatus","","",1902,9,24,"","Fairfield","Stratford","Stratford",0,41.20444,-73.13027,NA,1902-09-24,1902
57397,"University of Connecticut","CONN","CONN00033696","Asterales","Asteraceae","Aster divaricatus","Aster","divaricatus","","",1902,9,4,"","Fairfield","Trumbull","Trumbull",0,41.25805,-73.2075,NA,1902-09-04,1902
57398,"University of Connecticut","CONN","CONN00033697","Asterales","Asteraceae","Aster divaricatus","Aster","divaricatus","","",1902,9,24,"","Fairfield","Stratford","Stratford",0,41.20444,-73.13027,NA,1902-09-24,1902
57399,"University of Connecticut","CONN","CONN00033698","Asterales","Asteraceae","Aster divaricatus","Aster","divaricatus","","",1902,10,4,"","Fairfield","Bridgeport","Bridgeport",0,41.18638,-73.19611,NA,1902-10-04,1902
57400,"University of Connecticut","CONN","CONN00033699","Asterales","Asteraceae","Aster divaricatus","Aster","divaricatus","","",1902,9,24,"","Fairfield","Stratford","Stratford",0,41.20444,-73.13027,NA,1902-09-24,1902
57413,"University of Connecticut","CONN","CONN00033715","Asterales","Asteraceae","Aster divaricatus","Aster","divaricatus","","",1892,9,3,"","Fairfield","Stratford","Stratford",0,41.20444,-73.13027,NA,1892-09-03,1902
57426,"University of Connecticut","CONN","CONN00033728","Asterales","Asteraceae","Aster divaricatus","Aster","divaricatus","","",1898,8,24,"","Fairfield","Fairfield","Fairfield",0,41.17583,-73.2725,NA,1898-08-24,1902
57471,"University of Connecticut","CONN","CONN00033798","Asterales","Asteraceae","Aster dumosus","Aster","dumosus","","",1905,8,26,"","Middlesex","Old Saybrook","Old Saybrook",0,41.29388,-72.38305,NA,1905-08-26,1905
57479,"University of Connecticut","CONN","CONN00033807","Asterales","Asteraceae","Aster dumosus","Aster","dumosus","","",1916,9,20,"","Fairfield","Fairfield","Fairfield",0,41.17583,-73.2725,NA,1916-09-20,1916
57481,"University of Connecticut","CONN","CONN00033809","Asterales","Asteraceae","Aster dumosus","Aster","dumosus","","",1903,9,23,"","Hartford","Manchester","Manchester",0,41.77527,-72.52472,5000,1903-09-23,1903
57509,"University of Connecticut","CONN","CONN00033875","Asterales","Asteraceae","Aster multiflorus","Aster","multiflorus","","",1932,10,3,"","New London","Groton","Groton",0,41.34583,-72.03027,NA,1932-10-03,1933
57513,"University of Connecticut","CONN","CONN00033879","Asterales","Asteraceae","Aster ericoides","Aster","ericoides","","",1952,9,14,"","Fairfield","Norwalk, Rowayton","Roton Point, Norwalk",0,41.05611,-73.44055,20000,1952-09-14,1952
57514,"University of Connecticut","CONN","CONN00033880","Asterales","Asteraceae","Aster ericoides","Aster","ericoides","","",1953,9,2,"","Litchfield","Barkhamsted","American Legion State Forest",0,41.93611,-73.01083,20000,1953-09-02,1953
57519,"University of Connecticut","CONN","CONN00033885","Asterales","Asteraceae","Aster multiflorus","Aster","multiflorus","","",1933,10,20,"","New London","Groton","Groton",0,41.34583,-72.03027,NA,1933-10-20,1933
57528,"University of Connecticut","CONN","CONN00033914","Asterales","Asteraceae","Aster ericoides","Aster","ericoides","","",1906,10,13,"","Fairfield","Greenwich","Greenwich",0,41.03888,-73.61416,NA,1906-10-13,1952
57531,"University of Connecticut","CONN","CONN00033917","Asterales","Asteraceae","Aster ericoides","Aster","ericoides","","",1947,10,23,"","Fairfield","Stratford","Stratford",0,41.20444,-73.13027,NA,1947-10-23,1952
57532,"University of Connecticut","CONN","CONN00033918","Asterales","Asteraceae","Aster ericoides","Aster","ericoides","","",1892,9,20,"","Fairfield","Fairfield","Fairfield",0,41.17583,-73.2725,NA,1892-09-20,1952
57536,"University of Connecticut","CONN","CONN00033922","Asterales","Asteraceae","Aster ericoides","Aster","ericoides","","",1892,9,29,"","Fairfield","Bridgeport","Bridgeport",0,41.18638,-73.19611,NA,1892-09-29,1952
57542,"University of Connecticut","CONN","CONN00033928","Asterales","Asteraceae","Aster ericoides","Aster","ericoides","","",1892,9,13,"","Fairfield","Stratford","Stratford",0,41.20444,-73.13027,NA,1892-09-13,1952
57543,"University of Connecticut","CONN","CONN00033929","Asterales","Asteraceae","Aster ericoides","Aster","ericoides","","",1904,9,13,"","Litchfield","Salisbury","Salisbury",0,41.985,-73.42277,NA,1904-09-13,1953
57544,"University of Connecticut","CONN","CONN00033960","Asterales","Asteraceae","Aster grandiflorus","Aster","grandiflorus","","",1932,10,18,"flowering","New London","New London","New London",0,41.32972,-72.095,NA,1932-10-18,1932
23252,"University of Connecticut","CONN","CONN00033973","Asterales","Asteraceae","Aster herveyi","Aster","herveyi","","",1930,9,16,"flowering","Hartford","SUPPRESSED","SUPPRESSED",0,NA,NA,NA,1930-09-16,1930
23253,"University of Connecticut","CONN","CONN00033974","Asterales","Asteraceae","Aster herveyi","Aster","herveyi","","",1898,9,11,"flowering","Fairfield","SUPPRESSED","SUPPRESSED",0,NA,NA,NA,1898-09-11,1902
23254,"University of Connecticut","CONN","CONN00033975","Asterales","Asteraceae","Aster herveyi","Aster","herveyi","","",1899,9,17,"flowering","Fairfield","SUPPRESSED","SUPPRESSED",0,NA,NA,NA,1899-09-17,1902
23255,"University of Connecticut","CONN","CONN00033976","Asterales","Asteraceae","Aster herveyi","Aster","herveyi","","",1902,9,24,"flowering","Fairfield","SUPPRESSED","SUPPRESSED",0,NA,NA,NA,1902-09-24,1902
23256,"University of Connecticut","CONN","CONN00033977","Asterales","Asteraceae","Aster herveyi","Aster","herveyi","","",1931,8,26,"flowering","New Haven","SUPPRESSED","SUPPRESSED",0,NA,NA,NA,1931-08-26,1931
57545,"University of Connecticut","CONN","CONN00033984","Asterales","Asteraceae","Aster infirmus","Aster","infirmus","","",1909,9,6,"","Litchfield","New Milford","New Milford",0,41.66666,-73.50833,NA,1909-09-06,1909
57546,"University of Connecticut","CONN","CONN00033985","Asterales","Asteraceae","Aster infirmus","Aster","infirmus","","",1909,8,1,"","Fairfield","New Fairfield","New Fairfield",0,41.4825,-73.48916,NA,1909-08-01,1927
57547,"University of Connecticut","CONN","CONN00033986","Asterales","Asteraceae","Aster infirmus","Aster","infirmus","","",1907,8,22,"","Hartford","West Hartford","Reservoir Park, West Hartford",0,41.76194,-72.78888,20000,1907-08-22,1935
57548,"University of Connecticut","CONN","CONN00033987","Asterales","Asteraceae","Aster infirmus","Aster","infirmus","","",1906,8,22,"","Hartford","West Hartford","Reservoir Park, West Hartford",0,41.76194,-72.78888,20000,1906-08-22,1935
57549,"University of Connecticut","CONN","CONN00033989","Asterales","Asteraceae","Aster infirmus","Aster","infirmus","","",1895,8,25,"","Litchfield","Kent","Kent",0,41.73166,-73.45305,NA,1895-08-25,1909
57550,"University of Connecticut","CONN","CONN00033990","Asterales","Asteraceae","Aster infirmus","Aster","infirmus","","",1957,11,3,"","New Haven","Meriden","East Peak",0,41.55694,-72.83666,5000,1957-11-03,1957
57551,"University of Connecticut","CONN","CONN00033991","Asterales","Asteraceae","Aster infirmus","Aster","infirmus","","",1927,8,10,"","Fairfield","Danbury","Danbury",0,41.40222,-73.47166,20000,1927-08-10,1927
57552,"University of Connecticut","CONN","CONN00033992","Asterales","Asteraceae","Aster infirmus","Aster","infirmus","","",1918,7,22,"","Middlesex","Cromwell, North Cromwell","North Cromwell",0,41.61138,-72.64416,20000,1918-07-22,1918
57553,"University of Connecticut","CONN","CONN00033993","Asterales","Asteraceae","Aster infirmus","Aster","infirmus","","",1914,7,8,"","Fairfield","Stamford","Stamford",0,41.09666,-73.55277,NA,1914-07-08,1927
57554,"University of Connecticut","CONN","CONN00033994","Asterales","Asteraceae","Aster infirmus","Aster","infirmus","","",1953,9,12,"flowering","New Haven","Meriden","Hubbard Park",0,41.55361,-72.83555,5000,1953-09-12,1957
57555,"University of Connecticut","CONN","CONN00033995","Asterales","Asteraceae","Aster infirmus","Aster","infirmus","","",1895,8,18,"","Litchfield","New Milford, Gaylordsville","Gaylordsville",0,41.64638,-73.48472,20000,1895-08-18,1909
57556,"University of Connecticut","CONN","CONN00033996","Asterales","Asteraceae","Aster infirmus","Aster","infirmus","","",1887,8,8,"","Hartford","West Hartford","West Hartford",0,41.76777,-72.75444,NA,1887-08-08,1935
57557,"University of Connecticut","CONN","CONN00033997","Asterales","Asteraceae","Aster infirmus","Aster","infirmus","","",1935,7,28,"","Hartford","Granby","Granby",0,41.96222,-72.84,20000,1935-07-28,1935
57558,"University of Connecticut","CONN","CONN00033998","Asterales","Asteraceae","Aster johannensis","Aster","johannensis","","",1910,8,1,"flowering","Hartford","Suffield","Congamond Lake",0,42.025,-72.75694,20000,1910-08-01,1910
57559,"University of Connecticut","CONN","CONN00033999","Asterales","Asteraceae","Aster johannensis","Aster","johannensis","","",1903,9,19,"flowering","Litchfield","Litchfield","Litchfield",0,41.76666,-73.11666,NA,1903-09-19,1903
57560,"University of Connecticut","CONN","CONN00034000","Asterales","Asteraceae","Aster johannensis","Aster","johannensis","","",1903,9,19,"flowering","Litchfield","Litchfield","Litchfield",0,41.76666,-73.11666,NA,1903-09-19,1903
57563,"University of Connecticut","CONN","CONN00034003","Asterales","Asteraceae","Aster leavis","Aster","leavis","","",1930,9,8,"","Hartford","West Hartford","West Hartford",0,41.76777,-72.75444,NA,1930-09-08,1968
57565,"University of Connecticut","CONN","CONN00034006","Asterales","Asteraceae","Aster leavis","Aster","leavis","","",1902,8,29,"","New Haven","Orange","Orange",0,41.27944,-73.02583,20000,1902-08-29,1933
57568,"University of Connecticut","CONN","CONN00034009","Asterales","Asteraceae","Aster leavis","Aster","leavis","","",1892,9,10,"","New Haven","Milford","Milford",0,41.22416,-73.06027,NA,1892-09-10,1933
57569,"University of Connecticut","CONN","CONN00034010","Asterales","Asteraceae","Aster leavis","Aster","leavis","","",1906,10,14,"","Hartford","West Hartford","Hartford Reservoirs",0,41.76222,-72.78888,20000,1906-10-14,1968
57570,"University of Connecticut","CONN","CONN00034011","Asterales","Asteraceae","Aster leavis","Aster","leavis","","",1904,9,27,"","Hartford","Manchester","Manchester",0,41.77527,-72.52472,NA,1904-09-27,1968
57571,"University of Connecticut","CONN","CONN00034012","Asterales","Asteraceae","Aster leavis","Aster","leavis","","",1904,9,27,"","Hartford","Manchester","Manchester",0,41.77527,-72.52472,NA,1904-09-27,1968
57572,"University of Connecticut","CONN","CONN00034013","Asterales","Asteraceae","Aster leavis","Aster","leavis","","",1898,8,1,"","Hartford","Windsor","Windsor",0,41.875,-72.66666,NA,1898-08-01,1968
57574,"University of Connecticut","CONN","CONN00034015","Asterales","Asteraceae","Aster leavis","Aster","leavis","","",1895,8,20,"","Middlesex","East Haddam","East Haddam",0,41.45305,-72.46166,NA,1895-08-20,1946
57575,"University of Connecticut","CONN","CONN00034016","Asterales","Asteraceae","Aster leavis","Aster","leavis","","",1904,9,8,"","Hartford","Hartford","Gully Brook, Hartford",0,41.79083,-72.67944,20000,1904-09-08,1968
