"id","institutionCode","collectionCode","catalogNumber","order","family","scientificName","genus","specificEpithet","taxonRank","infraspecificEpithet","year","month","day","reproductiveCondition","county","municipality","locality","localitySecurity","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","date","lastcollected"
67018,"University of Connecticut","CONN","CONN00057780","Liliales","Melanthiaceae","Trillium recurvatum","Trillium","recurvatum","","",1961,5,6,"flowering","Hartford","Windsor","Farmington River",0,41.90027,-72.67916,20000,1961-05-06,1961
67071,"University of Connecticut","CONN","CONN00057987","Poales","Poaceae","Panicum lindheimeri","Panicum","lindheimeri","","",1901,6,23,"fruiting","Fairfield","Fairfield","Owen's Rock",0,41.18222,-73.26833,1000,1901-06-23,1940
67073,"University of Connecticut","CONN","CONN00057989","Poales","Poaceae","Panicum tennesseense","Panicum","tennesseense","","",1930,7,3,"fruiting","Fairfield","Bridgeport","St. Mary's",0,41.16694,-73.20527,20000,1930-07-03,1940
67074,"University of Connecticut","CONN","CONN00057990","Poales","Poaceae","Panicum implicatum","Panicum","implicatum","","",1929,7,4,"fruiting","Fairfield","Bridgeport","Bridgeport",0,41.18638,-73.19611,20000,1929-07-04,1932
67075,"University of Connecticut","CONN","CONN00057991","Poales","Poaceae","Panicum pubescens","Panicum","pubescens","","",1898,7,3,"fruiting","Fairfield","Shelton","Huntington",0,41.29638,-73.14666,4000,1898-07-03,1904
67076,"University of Connecticut","CONN","CONN00057992","Poales","Poaceae","Panicum tennesseense","Panicum","tennesseense","","",1901,6,25,"fruiting","Fairfield","Stratford","Stratford",0,41.20444,-73.13027,20000,1901-06-25,1940
67079,"University of Connecticut","CONN","CONN00057997","Poales","Poaceae","Panicum lindheimeri","Panicum","lindheimeri","","",1915,7,11,"fruiting","Fairfield","Trumbull","Canoe Brook Lake",0,41.25333,-73.2375,1000,1915-07-11,1940
67080,"University of Connecticut","CONN","CONN00058005","Poales","Poaceae","Panicum lindheimeri","Panicum","lindheimeri","","",1928,7,8,"fruiting","New London","Groton","Groton - New London Airport",0,41.33,-72.045,2000,1928-07-08,1940
67081,"University of Connecticut","CONN","CONN00058007","Poales","Poaceae","Panicum tennesseense","Panicum","tennesseense","","",1926,7,11,"fruiting","Middlesex","East Haddam","Devil's Hopyard State Park",0,41.47611,-72.34166,20000,1926-07-11,1940
67082,"University of Connecticut","CONN","CONN00058008","Poales","Poaceae","Panicum huachucae","Panicum","huachucae","","",1930,7,4,"flowering/fruiting","Litchfield","Kent","East Kent",0,41.73444,-73.40416,2000,1930-07-04,1940
67083,"University of Connecticut","CONN","CONN00058016","Poales","Poaceae","Panicum unciphyllum","Panicum","unciphyllum","","",1901,7,4,"fruiting","Hartford","Southington","Southington",0,41.605,-72.87972,5000,1901-07-04,1910
67085,"University of Connecticut","CONN","CONN00058025","Poales","Poaceae","Panicum lindheimeri","Panicum","lindheimeri","","",1912,7,19,"fruiting-old persisting","Fairfield","Danbury","Neversink Pond, Danbury Town Park",0,41.425,-73.45138,5000,1912-07-19,1940
67086,"University of Connecticut","CONN","CONN00058026","Poales","Poaceae","Panicum lindheimeri","Panicum","lindheimeri","","",1902,8,15,"fruiting-ripe","Hartford","East Hartford","East Hartford",0,41.76138,-72.61583,5000,1902-08-15,1940
67126,"University of Connecticut","CONN","CONN00058105","Poales","Poaceae","Panicum unciphyllum","Panicum","unciphyllum","","",1901,7,5,"fruiting","Hartford","Southington","Southington",0,41.605,-72.87972,5000,1901-07-05,1910
67142,"University of Connecticut","CONN","CONN00058121","Poales","Poaceae","Panicum oricola","Panicum","oricola","","",1906,10,13,"flowering/fruiting","Fairfield","Greenwich","Greenwich",0,41.03888,-73.61416,20000,1906-10-13,1929
67144,"University of Connecticut","CONN","CONN00058123","Poales","Poaceae","Panicum oricola","Panicum","oricola","","",1928,6,23,"flowering/fruiting","Fairfield","Shelton","Shelton",0,41.30416,-73.13861,20000,1928-06-23,1929
67145,"University of Connecticut","CONN","CONN00058124","Poales","Poaceae","Panicum oricola","Panicum","oricola","","",1929,11,11,"fruiting-old persisting","New London","Groton","Groton Long Point",0,41.30694,-72.00555,3000,1929-11-11,1929
67146,"University of Connecticut","CONN","CONN00058125","Poales","Poaceae","Panicum oricola","Panicum","oricola","","",1928,6,16,"flowering/fruiting","New London","Groton","Groton",0,41.34583,-72.03027,20000,1928-06-16,1929
67147,"University of Connecticut","CONN","CONN00058126","Poales","Poaceae","Panicum tsugetorum","Panicum","tsugetorum","","",1926,7,4,"flowering/fruiting","New London","Voluntown","Beach Pond",0,41.58111,-71.81722,4000,1926-07-04,1929
67150,"University of Connecticut","CONN","CONN00058129","Poales","Poaceae","Panicum oricola","Panicum","oricola","","",1927,6,29,"flowering/fruiting","New London","Groton","Groton - New London Airport",0,41.33,-72.045,2000,1927-06-29,1929
67151,"University of Connecticut","CONN","CONN00058130","Poales","Poaceae","Panicum oricola","Panicum","oricola","","",1927,10,10,"fruiting-old persisting","New London","Groton","Eastern Point",0,41.31972,-72.07555,1000,1927-10-10,1929
67154,"University of Connecticut","CONN","CONN00058133","Poales","Poaceae","Panicum tsugetorum","Panicum","tsugetorum","","",1929,8,10,"fruiting-old persisting","New London","Groton","Groton",0,41.34583,-72.03027,20000,1929-08-10,1929
67155,"University of Connecticut","CONN","CONN00058134","Poales","Poaceae","Panicum tsugetorum","Panicum","tsugetorum","","",1902,6,28,"flowering/fruiting","Hartford","Windsor","Poquonock",0,41.90472,-72.67916,2000,1902-06-28,1929
67156,"University of Connecticut","CONN","CONN00058135","Poales","Poaceae","Panicum tsugetorum","Panicum","tsugetorum","","",1904,7,2,"fruiting-old persisting","Tolland","Bolton","Bolton Notch",0,41.79055,-72.44333,5000,1904-07-02,1929
67157,"University of Connecticut","CONN","CONN00058136","Poales","Poaceae","Panicum tsugetorum","Panicum","tsugetorum","","",1902,6,0,"flowering/fruiting","Hartford","East Hartford","East Hartford",0,41.76138,-72.61583,5000,NA,1929
67174,"University of Connecticut","CONN","CONN00058236","Poales","Poaceae","Panicum spretum","Panicum","spretum","","",1915,8,12,"fruiting-old persisting","Middlesex","Killingworth","Killingworth",0,41.38055,-72.57694,20000,1915-08-12,1957
67175,"University of Connecticut","CONN","CONN00058241","Poales","Poaceae","Panicum lindheimeri","Panicum","lindheimeri","","",1902,8,15,"fruiting-old persisting","Hartford","East Hartford","Hockanum River",0,41.77611,-72.62027,1000,1902-08-15,1940
67176,"University of Connecticut","CONN","CONN00058243","Poales","Poaceae","Panicum spretum","Panicum","spretum","","",1916,7,30,"fruiting","Hartford","South Windsor","South Windsor",0,41.83222,-72.57027,20000,1916-07-30,1957
67177,"University of Connecticut","CONN","CONN00058244","Poales","Poaceae","Panicum spretum","Panicum","spretum","","",1915,6,18,"flowering/fruiting","Hartford","South Windsor","South Windsor",0,41.83222,-72.57027,20000,1915-06-18,1957
67180,"University of Connecticut","CONN","CONN00058258","Poales","Poaceae","Panicum huachucae","Panicum","huachucae","","",1916,7,15,"flowering/fruiting","Tolland","Mansfield","Gurleyville",0,41.81416,-72.22166,2000,1916-07-15,1940
67181,"University of Connecticut","CONN","CONN00058268","Poales","Poaceae","Panicum nitidum","Panicum","nitidum","","",1901,7,15,"fruiting","Hartford","Southington","Southington",0,41.605,-72.87972,5000,1901-07-15,1902
67182,"University of Connecticut","CONN","CONN00058269","Poales","Poaceae","Panicum unciphyllum","Panicum","unciphyllum","","",1910,6,28,"fruiting","Hartford","Southington","Southington",0,41.605,-72.87972,5000,1910-06-28,1910
67184,"University of Connecticut","CONN","CONN00058271","Poales","Poaceae","Panicum lindheimeri","Panicum","lindheimeri","","",1940,6,20,"flowering/fruiting","Tolland","Mansfield, Storrs","North Eagleville Road",0,41.80833,-72.25,5000,1940-06-20,1940
67185,"University of Connecticut","CONN","CONN00058272","Poales","Poaceae","Panicum huachucae","Panicum","huachucae","","",1940,6,30,"fruiting","Tolland","Mansfield","Storrs",0,41.80833,-72.25,5000,1940-06-30,1940
67189,"University of Connecticut","CONN","CONN00058283","Poales","Poaceae","Panicum tennesseense","Panicum","tennesseense","","",1937,7,8,"fruiting-old persisting","New London","Groton","Groton",0,41.34583,-72.03027,20000,1937-07-08,1940
67190,"University of Connecticut","CONN","CONN00058287","Poales","Poaceae","Panicum spretum","Panicum","spretum","","",1926,7,31,"fruiting-old persisting","New London","Waterford","Waterford",0,41.34972,-72.1475,5000,1926-07-31,1957
67191,"University of Connecticut","CONN","CONN00058288","Poales","Poaceae","Panicum polyanthes","Panicum","polyanthes","","",1929,6,18,"flowering/fruiting","New London","Groton","Groton - New London Airport",0,41.33,-72.045,2000,1929-06-18,1929
67192,"University of Connecticut","CONN","CONN00058289","Poales","Poaceae","Panicum lindheimeri","Panicum","lindheimeri","","",1928,7,17,"fruiting-old persisting","New London","Groton","Groton",0,41.34583,-72.03027,20000,1928-07-17,1940
67193,"University of Connecticut","CONN","CONN00058290","Poales","Poaceae","Panicum lindheimeri","Panicum","lindheimeri","","",1926,7,4,"flowering/fruiting","New London","Voluntown","Voluntown",0,41.58194,-71.83222,5000,1926-07-04,1940
67194,"University of Connecticut","CONN","CONN00058291","Poales","Poaceae","Panicum huachucae","Panicum","huachucae","","",1930,6,19,"fruiting-old persisting","New London","Ledyard","Ledyard",0,41.43972,-72.01555,5000,1930-06-19,1940
67195,"University of Connecticut","CONN","CONN00058292","Poales","Poaceae","Panicum lindheimeri","Panicum","lindheimeri","","",1927,7,3,"flowering/fruiting","New London","Ledyard","Ledyard",0,41.43972,-72.01555,5000,1927-07-03,1940
67196,"University of Connecticut","CONN","CONN00058293","Poales","Poaceae","Panicum implicatum","Panicum","implicatum","","",1932,6,25,"flowering/fruiting","Tolland","Mansfield","Mansfield",0,41.78833,-72.22944,20000,1932-06-25,1932
67198,"University of Connecticut","CONN","CONN00058295","Poales","Poaceae","Panicum lindheimeri","Panicum","lindheimeri","","",1928,7,12,"fruiting-old persisting","New London","Groton","Groton",0,41.34583,-72.03027,20000,1928-07-12,1940
67199,"University of Connecticut","CONN","CONN00058296","Poales","Poaceae","Panicum lindheimeri","Panicum","lindheimeri","","",1929,6,27,"fruiting","New London","Groton","Groton",0,41.34583,-72.03027,20000,1929-06-27,1940
67200,"University of Connecticut","CONN","CONN00058297","Poales","Poaceae","Panicum lindheimeri","Panicum","lindheimeri","","",1929,8,10,"fruiting-old persisting","New London","Groton","Groton",0,41.34583,-72.03027,20000,1929-08-10,1940
67201,"University of Connecticut","CONN","CONN00058298","Poales","Poaceae","Panicum lindheimeri","Panicum","lindheimeri","","",1929,8,10,"fruiting-old persisting","New London","Groton","Groton",0,41.34583,-72.03027,20000,1929-08-10,1940
67202,"University of Connecticut","CONN","CONN00058299","Poales","Poaceae","Panicum lindheimeri","Panicum","lindheimeri","","",1929,7,12,"fruiting","New London","Groton","Groton",0,41.34583,-72.03027,20000,1929-07-12,1940
67203,"University of Connecticut","CONN","CONN00058300","Poales","Poaceae","Panicum lindheimeri","Panicum","lindheimeri","","",1929,6,18,"fruiting-old persisting","New London","Groton","Groton",0,41.34583,-72.03027,20000,1929-06-18,1940
67204,"University of Connecticut","CONN","CONN00058301","Poales","Poaceae","Panicum lindheimeri","Panicum","lindheimeri","","",1928,7,7,"flowering","New London","Groton","Groton",0,41.34583,-72.03027,20000,1928-07-07,1940
67205,"University of Connecticut","CONN","CONN00058302","Poales","Poaceae","Panicum implicatum","Panicum","implicatum","","",1902,7,5,"fruiting-old persisting","Hartford","East Granby","East Granby",0,41.94666,-72.74166,20000,1902-07-05,1932
67206,"University of Connecticut","CONN","CONN00058304","Poales","Poaceae","Panicum spretum","Panicum","spretum","","",1937,8,4,"fruiting","Tolland","Stafford","State Line Pond",0,42.0225,-72.31527,2000,1937-08-04,1957
67207,"University of Connecticut","CONN","CONN00058305","Poales","Poaceae","Panicum lindheimeri","Panicum","lindheimeri","","",1902,8,15,"flowering","Hartford","East Hartford","Hockanum River",0,41.77611,-72.62027,1000,1902-08-15,1940
67208,"University of Connecticut","CONN","CONN00058306","Poales","Poaceae","Panicum implicatum","Panicum","implicatum","","",1904,7,2,"flowering/fruiting","Tolland","Bolton","Bolton Notch",0,41.79055,-72.44333,5000,1904-07-02,1932
67209,"University of Connecticut","CONN","CONN00058307","Poales","Poaceae","Panicum implicatum","Panicum","implicatum","","",1903,7,25,"fruiting-old persisting","Hartford","Hartford","Keney Park",0,41.80222,-72.66611,5000,1903-07-25,1932
67210,"University of Connecticut","CONN","CONN00058308","Poales","Poaceae","Panicum implicatum","Panicum","implicatum","","",1912,7,15,"fruiting-old persisting","New Haven","Branford","Branford",0,41.27777,-72.80027,5000,1912-07-15,1932
67211,"University of Connecticut","CONN","CONN00058309","Poales","Poaceae","Panicum unciphyllum","Panicum","unciphyllum","","",1901,6,23,"flowering/fruiting","New Haven","Oxford","Oxford",0,41.43388,-73.11722,5000,1901-06-23,1910
67212,"University of Connecticut","CONN","CONN00058310","Poales","Poaceae","Panicum huachucae","Panicum","huachucae","","",1914,7,19,"fruiting-old persisting","New Haven","Oxford","Oxford",0,41.43388,-73.11722,5000,1914-07-19,1940
67213,"University of Connecticut","CONN","CONN00058311","Poales","Poaceae","Panicum spretum","Panicum","spretum","","",1908,6,19,"flowering","Windham","Woodstock","Black Pond",0,41.96722,-72.06611,1000,1908-06-19,1957
67214,"University of Connecticut","CONN","CONN00058312","Poales","Poaceae","Panicum spretum","Panicum","spretum","","",1908,6,19,"flowering/fruiting","Windham","Woodstock","Woodstock",0,41.96527,-71.96805,5000,1908-06-19,1957
67215,"University of Connecticut","CONN","CONN00058313","Poales","Poaceae","Panicum spretum","Panicum","spretum","","",1907,8,24,"fruiting","New London","East Lyme","Pattagansett Lake",0,41.37055,-72.22666,1000,1907-08-24,1957
67216,"University of Connecticut","CONN","CONN00058316","Poales","Poaceae","Panicum unciphyllum","Panicum","unciphyllum","","",1901,6,30,"fruiting","New Haven","Oxford","Oxford",0,41.43388,-73.11722,5000,1901-06-30,1910
67217,"University of Connecticut","CONN","CONN00058317","Poales","Poaceae","Panicum unciphyllum","Panicum","unciphyllum","","",1901,6,26,"flowering/fruiting","New Haven","Oxford","Oxford",0,41.43388,-73.11722,5000,1901-06-26,1910
67218,"University of Connecticut","CONN","CONN00058318","Poales","Poaceae","Panicum nitidum","Panicum","nitidum","","",1902,7,21,"fruiting","Hartford","Southington","Southington",0,41.605,-72.87972,5000,1902-07-21,1902
67254,"University of Connecticut","CONN","CONN00058354","Poales","Poaceae","Panicum spretum","Panicum","spretum","","",1957,7,12,"fruiting-old persisting","Tolland","Bolton","Bolton Notch",0,41.79055,-72.44333,5000,1957-07-12,1957
67905,"University of Connecticut","CONN","CONN00059484","","Leskeaceae","Leskea polycarpa","Leskea","polycarpa","","",1962,11,4,"fruiting","Litchfield","Canaan","Canaan",0,41.96166,-73.30888,20000,1962-11-04,1962
67917,"University of Connecticut","CONN","CONN00059496","","Meesiaceae","Leptobryum pyriforme","Leptobryum","pyriforme","","",1959,6,27,"fruiting","Tolland","Mansfield","George Safford Torrey's House",0,41.8125,-72.23361,5000,1959-06-27,1959
67922,"University of Connecticut","CONN","CONN00059501","","Mniaceae","Plagiomnium affine","Plagiomnium","affine","","",1953,5,11,"fruiting","Tolland","Mansfield","George Safford Torrey's House",0,41.8125,-72.23361,5000,1953-05-11,1959
67924,"University of Connecticut","CONN","CONN00059503","","Mniaceae","Plagiomnium affine","Plagiomnium","affine","","",1932,12,18,"sterile/vegetative","Tolland","Mansfield","Fenton River Valley",0,41.79416,-72.20972,20000,1932-12-18,1959
67925,"University of Connecticut","CONN","CONN00059504","","Mniaceae","Plagiomnium affine","Plagiomnium","affine","","",1875,10,25,"sterile/vegetative","New Haven","Cheshire","Cheshire",0,41.51222,-75.90416,NA,1875-10-25,1959
67926,"University of Connecticut","CONN","CONN00059505","","Mniaceae","Plagiomnium affine","Plagiomnium","affine","","",1953,5,31,"sterile/vegetative","Litchfield","Salisbury","Salisbury",0,41.985,-73.42277,5000,1953-05-31,1959
67927,"University of Connecticut","CONN","CONN00059506","","Mniaceae","Plagiomnium affine","Plagiomnium","affine","","",1921,5,14,"sterile/vegetative","Tolland","Mansfield, Storrs","University of Connecticut",0,41.80916,-72.25416,5000,1921-05-14,1959
67929,"University of Connecticut","CONN","CONN00059508","","Mniaceae","Plagiomnium affine","Plagiomnium","affine","","",1875,11,27,"sterile/vegetative","Middlesex","Killingworth","Killingworth",0,41.38055,-72.57694,20000,1875-11-27,1959
67930,"University of Connecticut","CONN","CONN00059509","","Mniaceae","Plagiomnium affine","Plagiomnium","affine","","",1953,5,11,"fruiting","Tolland","Mansfield","George Safford Torrey's House",0,41.8125,-72.23361,5000,1953-05-11,1959
67934,"University of Connecticut","CONN","CONN00059513","","Mniaceae","Plagiomnium affine","Plagiomnium","affine","","",1959,4,9,"sterile/vegetative","Tolland","Mansfield","George Safford Torrey's House",0,41.8125,-72.23361,5000,1959-04-09,1959
67935,"University of Connecticut","CONN","CONN00059514","","Mniaceae","Plagiomnium affine","Plagiomnium","affine","","",1959,6,16,"fruiting","Tolland","Mansfield","George Safford Torrey's House",0,41.8125,-72.23361,5000,1959-06-16,1959
67952,"University of Connecticut","CONN","CONN00059531","","Mniaceae","Plagiomnium affine","Plagiomnium","affine","","",1959,4,16,"sterile/vegetative","Tolland","Mansfield, Gurleyville","Fenton River",0,41.81472,-72.22527,5000,1959-04-16,1959
67982,"University of Connecticut","CONN","CONN00059561","","Mniaceae","Mnium punctatum","Mnium","punctatum","","",1961,11,5,"sterile/vegetative","Middlesex","Middletown","Middletown",0,41.54833,-72.65416,20000,1961-11-05,1961
68011,"University of Connecticut","CONN","CONN00059590","","Orthotrichaceae","Ulota americana","Ulota","americana","","",1933,4,11,"fruiting","Tolland","Mansfield","Valentine Brook, Fenton Valley",0,41.80833,-72.25,5000,1933-04-11,1959
68012,"University of Connecticut","CONN","CONN00059591","","Orthotrichaceae","Ulota americana","Ulota","americana","","",1951,1,28,"fruiting","Tolland","Mansfield","George Safford Torrey's House",0,41.8125,-72.23361,5000,1951-01-28,1959
68014,"University of Connecticut","CONN","CONN00059593","","Orthotrichaceae","Ulota americana","Ulota","americana","","",1959,11,1,"fruiting","Litchfield","Canaan","Mountain View Cemetery, Canaan",0,42.01527,-73.33861,20000,1959-11-01,1959
68016,"University of Connecticut","CONN","CONN00059595","","Orthotrichaceae","Ulota americana","Ulota","americana","","",1959,5,24,"fruiting","Hartford","Canton","Childrens Museum, West Hartford",0,41.76638,-72.73764,20000,1959-05-24,1959
68045,"University of Connecticut","CONN","CONN00059831","Lamiales","Lamiaceae","Mentha canadensis","Mentha","canadensis","","",1898,8,24,"flowering","Fairfield","Bridgeport","Bridgeport",0,41.18638,-73.19611,20000,1898-08-24,1905
68046,"University of Connecticut","CONN","CONN00059832","Lamiales","Lamiaceae","Mentha canadensis","Mentha","canadensis","","",1898,8,24,"flowering","Fairfield","Bridgeport","Bridgeport",0,41.18638,-73.19611,20000,1898-08-24,1905
68047,"University of Connecticut","CONN","CONN00059833","Lamiales","Lamiaceae","Mentha canadensis","Mentha","canadensis","","",1893,9,23,"flowering","Fairfield","Bridgeport","Bridgeport",0,41.18638,-73.19611,20000,1893-09-23,1905
68048,"University of Connecticut","CONN","CONN00059834","Lamiales","Lamiaceae","Mentha canadensis","Mentha","canadensis","","",1900,8,10,"flowering","Hartford","Wethersfield","Wethersfield",0,41.70111,-72.67,20000,1900-08-10,1905
68059,"University of Connecticut","CONN","CONN00059913","Rosales","Rosaceae","Pyrus pyrifolia","Pyrus","pyrifolia","","",1960,5,25,"flowering","Hartford","Suffield","523 N. Main Street",0,41.99583,-72.64583,1000,1960-05-25,1960
68071,"University of Connecticut","CONN","CONN00059976","Ranunculales","Ranunculaceae","Ranunculus circinatus","Ranunculus","circinatus","","",1930,6,21,"flowering","Litchfield","SUPPRESSED","SUPPRESSED",0,NA,NA,20000,1930-06-21,1931
68075,"University of Connecticut","CONN","CONN00059980","Ranunculales","Ranunculaceae","Ranunculus divaricatus","Ranunculus","divaricatus","","",1903,8,14,"flowering","Litchfield","SUPPRESSED","SUPPRESSED",0,NA,NA,20000,1903-08-14,1903
68084,"University of Connecticut","CONN","CONN00059989","Ranunculales","Ranunculaceae","Ranunculus circinatus","Ranunculus","circinatus","","",1927,7,1,"flowering","Litchfield","SUPPRESSED","SUPPRESSED",0,NA,NA,20000,1927-07-01,1931
68085,"University of Connecticut","CONN","CONN00059990","Ranunculales","Ranunculaceae","Ranunculus circinatus","Ranunculus","circinatus","","",1931,6,29,"flowering","Litchfield","Sharon","Beardsley Pond",0,41.8975,-73.44666,5000,1931-06-29,1931
68088,"University of Connecticut","CONN","CONN00060011","Lamiales","Lamiaceae","Scutellaria alpina","Scutellaria","alpina","","",1968,3,11,"flowering","Tolland","Mansfield, Storrs","University of Connecticut Ecology and Evolutionary Biology Greenhouses",0,41.81027,-72.25583,1000,1968-03-11,1968
68172,"University of Connecticut","CONN","CONN00060169","Lamiales","Lamiaceae","Scutellaria incana","Scutellaria","incana","","",1903,8,15,"flowering","Tolland","Mansfield","Mansfield",0,41.78833,-72.22944,20000,1903-08-15,1903
68244,"University of Connecticut","CONN","CONN00060338","Rosales","Rosaceae","Potentilla pumila","Potentilla","pumila","","",1927,5,7,"flowering","New London","Ledyard","Ledyard",0,41.43972,-72.01555,5000,1927-05-07,1928
68254,"University of Connecticut","CONN","CONN00060348","Rosales","Rosaceae","Potentilla pumila","Potentilla","pumila","","",1907,5,12,"flowering","Fairfield","Fairfield","Fairfield",0,41.13777,-73.24,5000,1907-05-12,1928
68257,"University of Connecticut","CONN","CONN00060351","Rosales","Rosaceae","Potentilla pumila","Potentilla","pumila","","",1928,5,14,"flowering","New London","Groton","Groton",0,41.34583,-72.03027,20000,1928-05-14,1928
68258,"University of Connecticut","CONN","CONN00060352","Rosales","Rosaceae","Potentilla pumila","Potentilla","pumila","","",1920,5,16,"flowering","Windham","Thompson","Thompson",0,41.95861,-71.86305,5000,1920-05-16,1928
68259,"University of Connecticut","CONN","CONN00060353","Rosales","Rosaceae","Potentilla pumila","Potentilla","pumila","","",1908,5,9,"flowering","Fairfield","Darien","Darien",0,41.05111,-73.47972,NA,1908-05-09,1928
68261,"University of Connecticut","CONN","CONN00060355","Rosales","Rosaceae","Potentilla pumila","Potentilla","pumila","","",1913,5,4,"flowering","Tolland","Tolland","Tolland",0,41.87138,-72.36916,5000,1913-05-04,1928
68262,"University of Connecticut","CONN","CONN00060356","Rosales","Rosaceae","Potentilla pumila","Potentilla","pumila","","",1917,6,5,"flowering","Tolland","Mansfield","Mansfield",0,41.78833,-72.22944,20000,1917-06-05,1928
68267,"University of Connecticut","CONN","CONN00060376","Rosales","Rosaceae","Potentilla pumila","Potentilla","pumila","","",1908,5,29,"flowering","Hartford","East Hartford","East Hartford",0,41.76138,-72.61583,5000,1908-05-29,1928
68276,"University of Connecticut","CONN","CONN00060403","Rosales","Rosaceae","Potentilla pacifica","Potentilla","pacifica","","",1939,6,5,"flowering","New Haven","West Haven","West Haven",0,41.27388,-72.96833,5000,1939-06-05,1939
68279,"University of Connecticut","CONN","CONN00060406","Rosales","Rosaceae","Potentilla pacifica","Potentilla","pacifica","","",1918,6,16,"flowering","New Haven","Madison","Madison",0,41.33777,-72.63,6000,1918-06-16,1939
68309,"University of Connecticut","CONN","CONN00060513","Rosales","Rosaceae","Potentilla monspeliensis","Potentilla","monspeliensis","","",1903,5,25,"flowering","Litchfield","Salisbury","Salisbury",0,41.985,-73.42277,5000,1903-05-25,1940
68318,"University of Connecticut","CONN","CONN00060522","Rosales","Rosaceae","Potentilla monspeliensis","Potentilla","monspeliensis","","",1913,7,16,"fruiting","Litchfield","North Canaan","North Canaan",0,42.0225,-73.29138,20000,1913-07-16,1940
68321,"University of Connecticut","CONN","CONN00060525","Rosales","Rosaceae","Potentilla monspeliensis","Potentilla","monspeliensis","","",1923,7,6,"flowering","New London","Ledyard","Ledyard",0,41.43972,-72.01555,5000,1923-07-06,1940
68324,"University of Connecticut","CONN","CONN00060528","Rosales","Rosaceae","Potentilla monspeliensis","Potentilla","monspeliensis","","",1929,8,6,"","New London","Groton","Center Groton Park, Groton",0,41.38611,-72.02472,20000,1929-08-06,1940
68325,"University of Connecticut","CONN","CONN00060529","Rosales","Rosaceae","Potentilla monspeliensis","Potentilla","monspeliensis","","",1932,6,12,"","New London","Groton","Groton",0,41.35,-72.07833,20000,1932-06-12,1940
68332,"University of Connecticut","CONN","CONN00060536","Rosales","Rosaceae","Potentilla monspeliensis","Potentilla","monspeliensis","","",1909,7,4,"","New Haven","Orange","Orange",0,41.27944,-73.02583,20000,1909-07-04,1940
68333,"University of Connecticut","CONN","CONN00060537","Rosales","Rosaceae","Potentilla monspeliensis","Potentilla","monspeliensis","","",1905,9,16,"","Fairfield","Stratford","Stratford",0,41.18444,-73.13305,20000,1905-09-16,1940
68335,"University of Connecticut","CONN","CONN00060539","Rosales","Rosaceae","Potentilla monspeliensis","Potentilla","monspeliensis","","",1915,6,21,"flowering","Fairfield","Fairfield","Fairfield",0,41.13777,-73.24,5000,1915-06-21,1940
68365,"University of Connecticut","CONN","CONN00060592","Poales","Cyperaceae","Carex abacta","Carex","abacta","","",1906,6,10,"flowering/fruiting","Litchfield","Salisbury","Mount Riga",0,41.99444,-73.46916,1000,1906-06-10,1906
68544,"University of Connecticut","CONN","CONN00061223","Rosales","Rosaceae","Crataegus eamesii","Crataegus","eamesii","","",1903,5,17,"flowering","Fairfield","Stratford","Stratford",0,41.20444,-73.12972,20000,1903-05-17,1904
68547,"University of Connecticut","CONN","CONN00061226","Rosales","Rosaceae","Crataegus eamesii","Crataegus","eamesii","","",1902,9,5,"flowering","Fairfield","Stratford","Stratford",0,41.20444,-73.12972,20000,1902-09-05,1904
68639,"University of Connecticut","CONN","CONN00061418","Fagales","Fagaceae","Quercus borealis","Quercus","borealis","","",1939,9,28,"fruiting","Tolland","Mansfield, Storrs","Storrs",0,41.80833,-72.25,20000,1939-09-28,1939
68643,"University of Connecticut","CONN","CONN00061428","Lamiales","Lamiaceae","Pycnanthemum flexuosum","Pycnanthemum","flexuosum","","",1908,10,11,"flowering","Hartford","East Hartford","East Hartford",0,41.78222,-72.61194,20000,1908-10-11,1946
68649,"University of Connecticut","CONN","CONN00061448","Lamiales","Lamiaceae","Mentha canadensis","Mentha","canadensis","","",1892,7,29,"flowering","Fairfield","Bridgeport","Bridgeport",0,41.18638,-73.19611,20000,1892-07-29,1905
68650,"University of Connecticut","CONN","CONN00061449","Lamiales","Lamiaceae","Mentha canadensis","Mentha","canadensis","","",1892,8,24,"flowering","Fairfield","Bridgeport","Rooster River, Bridgeport",0,41.18861,-73.22083,20000,1892-08-24,1905
68651,"University of Connecticut","CONN","CONN00061450","Lamiales","Lamiaceae","Mentha rubra","Mentha","rubra","","",1902,8,24,"flowering","Fairfield","Southport","Fairfield, Southport",0,41.13638,-73.28388,5000,1902-08-24,1902
68681,"University of Connecticut","CONN","CONN00061598","Solanales","Solanaceae","Physalis subglabrata","Physalis","subglabrata","","",1927,10,11,"fruiting","Litchfield","Kent","Kent",0,41.72472,-73.47694,20000,1927-10-11,1944
68682,"University of Connecticut","CONN","CONN00061599","Lamiales","Lamiaceae","Scutellaria parvula","Scutellaria","parvula","","",1914,8,5,"fruiting","New Haven","North Branford","North Branford",0,41.35694,-72.76861,NA,1914-08-05,1942
68683,"University of Connecticut","CONN","CONN00061600","Lamiales","Lamiaceae","Scutellaria parvula","Scutellaria","parvula","","",1942,6,2,"flowering","New Haven","East Haven","East Haven",0,41.29555,-72.86305,20000,1942-06-02,1942
